# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 4.397734068334102631e-03 4.051428186357952654e-05 1.650523953139781952e-02 3.027532715350389481e-03 1.805550855351611972e-04 3.677369328215718269e-03 4.397734068334102631e-03 4.051428186357952654e-05 1.650523953139781952e-02 3.027532715350389481e-03 1.805550855351611972e-04 3.677369328215718269e-03
1.000000000000000000e+04 4.405040293931961060e-03 4.051428186357952654e-05 1.650523953139781952e-02 3.027532715350389481e-03 1.805550855351611972e-04 3.677369328215718269e-03 4.397734068334102631e-03 4.051428186357952654e-05 1.650523953139781952e-02 3.027532715350389481e-03 1.805550855351611972e-04 3.677369328215718269e-03
1.010000000000000000e+04 1.074850931763648987e-02 1.129087875597178936e-03 5.900963395833969116e-02 6.328136194497346878e-03 9.671907173469662666e-04 1.535184867680072784e-02 1.073989458382129669e-02 1.129087875597178936e-03 5.900963395833969116e-02 6.328136194497346878e-03 9.671907173469662666e-04 1.535184867680072784e-02
1.010000000000000000e+04 1.074850908480584621e-03 1.129087875597178936e-03 5.900963395833969116e-02 6.328136194497346878e-03 9.671907173469662666e-04 1.535184914246201515e-03 1.073989435099065304e-03 1.129087875597178936e-03 5.900963395833969116e-02 6.328136194497346878e-03 9.671907173469662666e-04 1.535184914246201515e-03
1.110000000000000000e+04 4.106233536731451750e-04 2.449612111377064139e-05 2.237055159639567137e-04 2.813419094309210777e-03 5.233749834587797523e-05 2.309818373760208488e-04 4.098354547750204802e-04 2.449612111377064139e-05 2.237055159639567137e-04 2.813419094309210777e-03 5.233749834587797523e-05 2.309818373760208488e-04
1.210000000000000000e+04 2.442061377223581076e-04 5.141831934452056885e-06 1.594126224517822266e-04 2.747709630057215691e-03 6.302270048763602972e-05 5.226558278081938624e-05 2.442662662360817194e-04 5.141831934452056885e-06 1.594126224517822266e-04 2.747709630057215691e-03 6.302270048763602972e-05 5.226558278081938624e-05
1.310000000000000000e+04 1.964725524885579944e-04 9.878005585051141679e-06 1.546222774777561426e-04 2.660077298060059547e-03 4.997986616217531264e-05 3.020431176992133260e-05 1.965170231414958835e-04 9.878005585051141679e-06 1.546222774777561426e-04 2.660077298060059547e-03 4.997986616217531264e-05 3.020431176992133260e-05
1.410000000000000000e+04 2.005234127864241600e-04 9.514749763184227049e-06 1.388859818689525127e-04 2.603582572191953659e-03 4.128415093873627484e-05 1.943911229318473488e-05 2.002584806177765131e-04 9.514749763184227049e-06 1.388859818689525127e-04 2.603582572191953659e-03 4.128415093873627484e-05 1.943911229318473488e-05
1.510000000000000000e+04 1.764498738339170814e-04 5.773524662799900398e-06 1.540604425827041268e-04 2.558592008426785469e-03 4.798315057996660471e-05 1.913388587126974016e-05 1.762452739058062434e-04 5.773524662799900398e-06 1.540604425827041268e-04 2.558592008426785469e-03 4.798315057996660471e-05 1.913388587126974016e-05
1.610000000000000000e+04 1.630525512155145407e-04 7.742779416730627418e-06 1.599806128069758415e-04 2.537575317546725273e-03 4.093165625818073750e-05 1.508538571215467528e-05 1.630448387004435062e-04 7.742779416730627418e-06 1.599806128069758415e-04 2.537575317546725273e-03 4.093165625818073750e-05 1.508538571215467528e-05
1.710000000000000000e+04 1.710724172880873084e-04 5.479702849697787315e-06 1.724846661090850830e-04 2.482481766492128372e-03 3.848960477625951171e-05 1.561930184834636748e-05 1.710844371700659394e-04 5.479702849697787315e-06 1.724846661090850830e-04 2.482481766492128372e-03 3.848960477625951171e-05 1.561930184834636748e-05
1.810000000000000000e+04 1.642180286580696702e-04 1.104746479541063309e-05 1.885008387034758925e-04 2.422964433208107948e-03 3.649021164164878428e-05 1.660757152421865612e-05 1.641918934183195233e-04 1.104746479541063309e-05 1.885008387034758925e-04 2.422964433208107948e-03 3.649021164164878428e-05 1.660757152421865612e-05
1.910000000000000000e+04 1.691208453848958015e-04 1.398038239130983129e-05 1.952744059963151813e-04 2.359642647206783295e-03 3.247321728849783540e-05 1.276769489777507260e-05 1.691506622591987252e-04 1.398038239130983129e-05 1.952744059963151813e-04 2.359642647206783295e-03 3.247321728849783540e-05 1.276769489777507260e-05
2.010000000000000000e+04 1.816892909118905663e-04 2.094580122502520680e-05 2.097117539960891008e-04 2.274296712130308151e-03 3.290694803581573069e-05 1.214891199197154492e-05 1.816230214899405837e-04 2.094580122502520680e-05 2.097117539960891008e-04 2.274296712130308151e-03 3.290694803581573069e-05 1.214891199197154492e-05
2.110000000000000000e+04 nan nan nan nan nan nan nan nan nan nan nan nan
